ONE,BL,TWO,THREE
data,t,143,22.345000
data,t,144,22.345000
data,t,145,22.345000
data,t,146,22.345000
data,t,147,22.345000
data,t,148,22.345000
data,t,149,22.345000
data,t,150,22.345000
data,t,151,22.345000
data,t,152,22.345000
data,t,153,22.345000
data,t,154,22.345000
data,t,155,22.345000
data,t,156,22.345000
data,t,157,22.345000
data,t,158,22.345000
data,t,159,22.345000
data,t,160,22.345000
data,t,161,22.345000
data,t,162,22.345000
data,t,163,22.345000
data,t,164,22.345000
data,t,165,22.345000
data,t,166,22.345000
data,t,167,22.345000
data,t,168,22.345000
data,t,169,22.345000
data,t,170,22.345000
data,t,171,22.345000
data,t,172,22.345000
data,t,173,22.345000
data,t,174,22.345000
data,t,175,22.345000
data,t,176,22.345000
data,t,177,22.345000
data,t,178,22.345000
data,t,179,22.345000
data,t,180,22.345000
data,t,181,22.345000
data,t,182,22.345000
data,t,183,22.345000
data,t,184,22.345000
data,t,185,22.345000
data,t,186,22.345000
data,t,187,22.345000
data,t,188,22.345000
data,t,189,22.345000
data,t,190,22.345000
data,t,191,22.345000
data,t,192,22.345000
data,t,193,22.345000
data,t,194,22.345000
data,t,195,22.345000
data,t,196,22.345000
data,t,197,22.345000
data,t,198,22.345000
data,t,199,22.345000
data,t,200,22.345000
data,t,201,22.345000
data,t,202,22.345000
data,t,203,22.345000
data,t,204,22.345000
data,t,205,22.345000
data,t,206,22.345000
data,t,207,22.345000
data,t,208,22.345000
data,t,209,22.345000
data,t,210,22.345000
data,t,211,22.345000
data,t,212,22.345000
data,t,213,22.345000
data,t,214,22.345000
data,t,215,22.345000
data,t,216,22.345000
data,t,217,22.345000
data,t,218,22.345000
data,t,219,22.345000
data,t,220,22.345000
data,t,221,22.345000
data,t,222,22.345000
data,t,223,22.345000
data,t,224,22.345000
data,t,225,22.345000
data,t,226,22.345000
data,t,227,22.345000
data,t,228,22.345000
data,t,229,22.345000
data,t,230,22.345000
data,t,231,22.345000
data,t,232,22.345000
data,t,233,22.345000
data,t,234,22.345000
data,t,235,22.345000
data,t,236,22.345000
data,t,237,22.345000
data,t,238,22.345000
data,t,239,22.345000
data,t,240,22.345000
data,t,241,22.345000
data,t,242,22.345000
data,t,243,22.345000
data,t,244,22.345000
data,t,245,22.345000
data,t,246,22.345000
data,t,247,22.345000
data,t,248,22.345000
data,t,249,22.345000
data,t,250,22.345000
data,t,251,22.345000
data,t,252,22.345000
data,t,253,22.345000
data,t,254,22.345000
data,t,255,22.345000
data,t,256,22.345000
data,t,257,22.345000
data,t,258,22.345000
data,t,259,22.345000
data,t,260,22.345000
data,t,261,22.345000
data,t,262,22.345000
data,t,263,22.345000
data,t,264,22.345000
data,t,265,22.345000
data,t,266,22.345000
data,t,267,22.345000
data,t,268,22.345000
data,t,269,22.345000
data,t,270,22.345000
data,t,271,22.345000
data,t,272,22.345000
data,t,273,22.345000
data,t,274,22.345000
data,t,275,22.345000
data,t,276,22.345000
data,t,277,22.345000
data,t,278,22.345000
data,t,279,22.345000
data,t,280,22.345000
data,t,281,22.345000
data,t,282,22.345000
data,t,283,22.345000
data,t,284,22.345000
data,t,285,22.345000
data,t,286,22.345000
data,t,287,22.345000
data,t,288,22.345000
data,t,289,22.345000
data,t,290,22.345000
data,t,291,22.345000
data,t,292,22.345000
data,t,293,22.345000
data,t,294,22.345000
data,t,295,22.345000
data,t,296,22.345000
data,t,297,22.345000
data,t,298,22.345000
data,t,299,22.345000
data,t,300,22.345000
data,t,301,22.345000
data,t,302,22.345000
data,t,303,22.345000
data,t,304,22.345000
data,t,305,22.345000
data,t,306,22.345000
data,t,307,22.345000
data,t,308,22.345000
data,t,309,22.345000
data,t,310,22.345000
data,t,311,22.345000
data,t,312,22.345000
data,t,313,22.345000
data,t,314,22.345000
data,t,315,22.345000
data,t,316,22.345000
data,t,317,22.345000
data,t,318,22.345000
data,t,319,22.345000
data,t,320,22.345000
data,t,321,22.345000
data,t,322,22.345000
data,t,323,22.345000
data,t,324,22.345000
data,t,325,22.345000
data,t,326,22.345000
data,t,327,22.345000
data,t,328,22.345000
data,t,329,22.345000
data,t,330,22.345000
data,t,331,22.345000
data,t,332,22.345000
data,t,333,22.345000
data,t,334,22.345000
data,t,335,22.345000
data,t,336,22.345000
data,t,337,22.345000
data,t,338,22.345000
data,t,339,22.345000
data,t,340,22.345000
data,t,341,22.345000
data,t,342,22.345000
data,t,343,22.345000
data,t,344,22.345000
data,t,345,22.345000
data,t,346,22.345000
data,t,347,22.345000
data,t,348,22.345000
data,t,349,22.345000
data,t,350,22.345000
data,t,351,22.345000
data,t,352,22.345000
data,t,353,22.345000
data,t,354,22.345000
data,t,355,22.345000
data,t,356,22.345000
data,t,357,22.345000
data,t,358,22.345000
data,t,359,22.345000
data,t,360,22.345000
data,t,361,22.345000
data,t,362,22.345000
data,t,363,22.345000
data,t,364,22.345000
data,t,365,22.345000
data,t,366,22.345000
data,t,367,22.345000
data,t,368,22.345000
data,t,369,22.345000
data,t,370,22.345000
data,t,371,22.345000
data,t,372,22.345000
data,t,373,22.345000
data,t,374,22.345000
data,t,375,22.345000
data,t,376,22.345000
data,t,377,22.345000
data,t,378,22.345000
data,t,379,22.345000
data,t,380,22.345000
data,t,381,22.345000
data,t,382,22.345000
data,t,383,22.345000
data,t,384,22.345000
data,t,385,22.345000
data,t,386,22.345000
data,t,387,22.345000
data,t,388,22.345000
data,t,389,22.345000
data,t,390,22.345000
data,t,391,22.345000
data,t,392,22.345000
data,t,393,22.345000
data,t,394,22.345000
data,t,395,22.345000
data,t,396,22.345000
data,t,397,22.345000
data,t,398,22.345000
data,t,399,22.345000
data,t,400,22.345000
data,t,401,22.345000
data,t,402,22.345000
data,t,403,22.345000
data,t,404,22.345000
data,t,405,22.345000
data,t,406,22.345000
data,t,407,22.345000
data,t,408,22.345000
data,t,409,22.345000
data,t,410,22.345000
data,t,411,22.345000
data,t,412,22.345000
data,t,413,22.345000
data,t,414,22.345000
data,t,415,22.345000
data,t,416,22.345000
data,t,417,22.345000
data,t,418,22.345000
data,t,419,22.345000
data,t,420,22.345000
data,t,421,22.345000
data,t,422,22.345000
data,t,423,22.345000
data,t,424,22.345000
data,t,425,22.345000
data,t,426,22.345000
data,t,427,22.345000
data,t,428,22.345000
data,t,429,22.345000
data,t,430,22.345000
data,t,431,22.345000
data,t,432,22.345000
data,t,433,22.345000
data,t,434,22.345000
data,t,435,22.345000
data,t,436,22.345000
data,t,437,22.345000
data,t,438,22.345000
data,t,439,22.345000
data,t,440,22.345000
data,t,441,22.345000
data,t,442,22.345000
data,t,443,22.345000
data,t,444,22.345000
data,t,445,22.345000
data,t,446,22.345000
data,t,447,22.345000
data,t,448,22.345000
data,t,449,22.345000
data,t,450,22.345000
data,t,451,22.345000
data,t,452,22.345000
data,t,453,22.345000
data,t,454,22.345000
data,t,455,22.345000
data,t,456,22.345000
data,t,457,22.345000
data,t,458,22.345000
data,t,459,22.345000
data,t,460,22.345000
data,t,461,22.345000
data,t,462,22.345000
data,t,463,22.345000
data,t,464,22.345000
data,t,465,22.345000
data,t,466,22.345000
data,t,467,22.345000
data,t,468,22.345000
data,t,469,22.345000
data,t,470,22.345000
data,t,471,22.345000
data,t,472,22.345000
data,t,473,22.345000
data,t,474,22.345000
data,t,475,22.345000
data,t,476,22.345000
data,t,477,22.345000
data,t,478,22.345000
data,t,479,22.345000
data,t,480,22.345000
data,t,481,22.345000
data,t,482,22.345000
data,t,483,22.345000
data,t,484,22.345000
data,t,485,22.345000
data,t,486,22.345000
data,t,487,22.345000
data,t,488,22.345000
data,t,489,22.345000
data,t,490,22.345000
data,t,491,22.345000
data,t,492,22.345000
data,t,493,22.345000
data,t,494,22.345000
data,t,495,22.345000
data,t,496,22.345000
data,t,497,22.345000
data,t,498,22.345000
data,t,499,22.345000
data,t,500,22.345000
data,t,501,22.345000
data,t,502,22.345000
data,t,503,22.345000
data,t,504,22.345000
data,t,505,22.345000
data,t,506,22.345000
data,t,507,22.345000
data,t,508,22.345000
data,t,509,22.345000
data,t,510,22.345000
data,t,511,22.345000
data,t,512,22.345000
data,t,513,22.345000
data,t,514,22.345000
data,t,515,22.345000
data,t,516,22.345000
data,t,517,22.345000
data,t,518,22.345000
data,t,519,22.345000
data,t,520,22.345000
data,t,521,22.345000
data,t,522,22.345000
data,t,523,22.345000
data,t,524,22.345000
data,t,525,22.345000
data,t,526,22.345000
data,t,527,22.345000
data,t,528,22.345000
data,t,529,22.345000
data,t,530,22.345000
data,t,531,22.345000
data,t,532,22.345000
data,t,533,22.345000
data,t,534,22.345000
data,t,535,22.345000
data,t,536,22.345000
data,t,537,22.345000
data,t,538,22.345000
data,t,539,22.345000
data,t,540,22.345000
data,t,541,22.345000
data,t,542,22.345000
data,t,543,22.345000
data,t,544,22.345000
data,t,545,22.345000
data,t,546,22.345000
data,t,547,22.345000
data,t,548,22.345000
data,t,549,22.345000
data,t,550,22.345000
data,t,551,22.345000
data,t,552,22.345000
data,t,553,22.345000
data,t,554,22.345000
data,t,555,22.345000
data,t,556,22.345000
data,t,557,22.345000
data,t,558,22.345000
data,t,559,22.345000
data,t,560,22.345000
data,t,561,22.345000
data,t,562,22.345000
data,t,563,22.345000
data,t,564,22.345000
data,t,565,22.345000
data,t,566,22.345000
data,t,567,22.345000
data,t,568,22.345000
data,t,569,22.345000
data,t,570,22.345000
data,t,571,22.345000
data,t,572,22.345000
data,t,573,22.345000
data,t,574,22.345000
data,t,575,22.345000
data,t,576,22.345000
data,t,577,22.345000
data,t,578,22.345000
data,t,579,22.345000
data,t,580,22.345000
data,t,581,22.345000
data,t,582,22.345000
data,t,583,22.345000
data,t,584,22.345000
data,t,585,22.345000
data,t,586,22.345000
data,t,587,22.345000
data,t,588,22.345000
data,t,589,22.345000
data,t,590,22.345000
data,t,591,22.345000
data,t,592,22.345000
data,t,593,22.345000
data,t,594,22.345000
data,t,595,22.345000
data,t,596,22.345000
data,t,597,22.345000
data,t,598,22.345000
data,t,599,22.345000
data,t,600,22.345000
data,t,601,22.345000
data,t,602,22.345000
data,t,603,22.345000
data,t,604,22.345000
data,t,605,22.345000
data,t,606,22.345000
data,t,607,22.345000
data,t,608,22.345000
data,t,609,22.345000
data,t,610,22.345000
data,t,611,22.345000
data,t,612,22.345000
data,t,613,22.345000
data,t,614,22.345000
data,t,615,22.345000
data,t,616,22.345000
data,t,617,22.345000
data,t,618,22.345000
data,t,619,22.345000
data,t,620,22.345000
data,t,621,22.345000
data,t,622,22.345000
data,t,623,22.345000
data,t,624,22.345000
data,t,625,22.345000
data,t,626,22.345000
data,t,627,22.345000
data,t,628,22.345000
data,t,629,22.345000
data,t,630,22.345000
data,t,631,22.345000
data,t,632,22.345000
data,t,633,22.345000
data,t,634,22.345000
data,t,635,22.345000
data,t,636,22.345000
data,t,637,22.345000
data,t,638,22.345000
data,t,639,22.345000
data,t,640,22.345000
data,t,641,22.345000
data,t,642,22.345000
data,t,643,22.345000
data,t,644,22.345000
data,t,645,22.345000
data,t,646,22.345000
data,t,647,22.345000
data,t,648,22.345000
data,t,649,22.345000
data,t,650,22.345000
data,t,651,22.345000
data,t,652,22.345000
data,t,653,22.345000
data,t,654,22.345000
data,t,655,22.345000
data,t,656,22.345000
data,t,657,22.345000
data,t,658,22.345000
data,t,659,22.345000
data,t,660,22.345000
data,t,661,22.345000
data,t,662,22.345000
data,t,663,22.345000
data,t,664,22.345000
data,t,665,22.345000
data,t,666,22.345000
data,t,667,22.345000
data,t,668,22.345000
data,t,669,22.345000
data,t,670,22.345000
data,t,671,22.345000
data,t,672,22.345000
data,t,673,22.345000
data,t,674,22.345000
data,t,675,22.345000
data,t,676,22.345000
data,t,677,22.345000
data,t,678,22.345000
data,t,679,22.345000
data,t,680,22.345000
data,t,681,22.345000
data,t,682,22.345000
data,t,683,22.345000
data,t,684,22.345000
data,t,685,22.345000
data,t,686,22.345000
data,t,687,22.345000
data,t,688,22.345000
data,t,689,22.345000
data,t,690,22.345000
data,t,691,22.345000
data,t,692,22.345000
data,t,693,22.345000
data,t,694,22.345000
data,t,695,22.345000
data,t,696,22.345000
data,t,697,22.345000
data,t,698,22.345000
data,t,699,22.345000
data,t,700,22.345000
data,t,701,22.345000
data,t,702,22.345000
data,t,703,22.345000
data,t,704,22.345000
data,t,705,22.345000
data,t,706,22.345000
data,t,707,22.345000
data,t,708,22.345000
data,t,709,22.345000
data,t,710,22.345000
data,t,711,22.345000
data,t,712,22.345000
data,t,713,22.345000
data,t,714,22.345000
data,t,715,22.345000
data,t,716,22.345000
data,t,717,22.345000
data,t,718,22.345000
data,t,719,22.345000
data,t,720,22.345000
data,t,721,22.345000
data,t,722,22.345000
data,t,723,22.345000
data,t,724,22.345000
data,t,725,22.345000
data,t,726,22.345000
data,t,727,22.345000
data,t,728,22.345000
data,t,729,22.345000
data,t,730,22.345000
data,t,731,22.345000
data,t,732,22.345000
data,t,733,22.345000
data,t,734,22.345000
data,t,735,22.345000
data,t,736,22.345000
data,t,737,22.345000
data,t,738,22.345000
data,t,739,22.345000
data,t,740,22.345000
data,t,741,22.345000
data,t,742,22.345000
data,t,743,22.345000
data,t,744,22.345000
data,t,745,22.345000
data,t,746,22.345000
data,t,747,22.345000
data,t,748,22.345000
data,t,749,22.345000
data,t,750,22.345000
data,t,751,22.345000
data,t,752,22.345000
data,t,753,22.345000
data,t,754,22.345000
data,t,755,22.345000
data,t,756,22.345000
data,t,757,22.345000
data,t,758,22.345000
data,t,759,22.345000
data,t,760,22.345000
data,t,761,22.345000
data,t,762,22.345000
data,t,763,22.345000
data,t,764,22.345000
data,t,765,22.345000
data,t,766,22.345000
data,t,767,22.345000
data,t,768,22.345000
data,t,769,22.345000
data,t,770,22.345000
data,t,771,22.345000
data,t,772,22.345000
data,t,773,22.345000
data,t,774,22.345000
data,t,775,22.345000
data,t,776,22.345000
data,t,777,22.345000
data,t,778,22.345000
data,t,779,22.345000
data,t,780,22.345000
data,t,781,22.345000
data,t,782,22.345000
data,t,783,22.345000
data,t,784,22.345000
data,t,785,22.345000
data,t,786,22.345000
data,t,787,22.345000
data,t,788,22.345000
data,t,789,22.345000
data,t,790,22.345000
data,t,791,22.345000
data,t,792,22.345000
data,t,793,22.345000
data,t,794,22.345000
data,t,795,22.345000
data,t,796,22.345000
data,t,797,22.345000
data,t,798,22.345000
data,t,799,22.345000
data,t,800,22.345000
data,t,801,22.345000
data,t,802,22.345000
data,t,803,22.345000
data,t,804,22.345000
data,t,805,22.345000
data,t,806,22.345000
data,t,807,22.345000
data,t,808,22.345000
data,t,809,22.345000
data,t,810,22.345000
data,t,811,22.345000
data,t,812,22.345000
data,t,813,22.345000
data,t,814,22.345000
data,t,815,22.345000
data,t,816,22.345000
data,t,817,22.345000
data,t,818,22.345000
data,t,819,22.345000
data,t,820,22.345000
data,t,821,22.345000
data,t,822,22.345000
data,t,823,22.345000
data,t,824,22.345000
data,t,825,22.345000
data,t,826,22.345000
data,t,827,22.345000
data,t,828,22.345000
data,t,829,22.345000
data,t,830,22.345000
data,t,831,22.345000
data,t,832,22.345000
data,t,833,22.345000
data,t,834,22.345000
data,t,835,22.345000
data,t,836,22.345000
data,t,837,22.345000
data,t,838,22.345000
data,t,839,22.345000
data,t,840,22.345000
data,t,841,22.345000
data,t,842,22.345000
data,t,843,22.345000
data,t,844,22.345000
data,t,845,22.345000
data,t,846,22.345000
data,t,847,22.345000
data,t,848,22.345000
data,t,849,22.345000
data,t,850,22.345000
data,t,851,22.345000
data,t,852,22.345000
data,t,853,22.345000
data,t,854,22.345000
data,t,855,22.345000
data,t,856,22.345000
data,t,857,22.345000
data,t,858,22.345000
data,t,859,22.345000
data,t,860,22.345000
data,t,861,22.345000
data,t,862,22.345000
data,t,863,22.345000
data,t,864,22.345000
data,t,865,22.345000
data,t,866,22.345000
data,t,867,22.345000
data,t,868,22.345000
data,t,869,22.345000
data,t,870,22.345000
data,t,871,22.345000
data,t,872,22.345000
data,t,873,22.345000
data,t,874,22.345000
data,t,875,22.345000
data,t,876,22.345000
data,t,877,22.345000
data,t,878,22.345000
data,t,879,22.345000
data,t,880,22.345000
data,t,881,22.345000
data,t,882,22.345000
data,t,883,22.345000
data,t,884,22.345000
data,t,885,22.345000
data,t,886,22.345000
data,t,887,22.345000
data,t,888,22.345000
data,t,889,22.345000
data,t,890,22.345000
data,t,891,22.345000
data,t,892,22.345000
data,t,893,22.345000
data,t,894,22.345000
data,t,895,22.345000
data,t,896,22.345000
data,t,897,22.345000
data,t,898,22.345000
data,t,899,22.345000
data,t,900,22.345000
data,t,901,22.345000
data,t,902,22.345000
data,t,903,22.345000
data,t,904,22.345000
data,t,905,22.345000
data,t,906,22.345000
data,t,907,22.345000
data,t,908,22.345000
data,t,909,22.345000
data,t,910,22.345000
data,t,911,22.345000
data,t,912,22.345000
data,t,913,22.345000
data,t,914,22.345000
data,t,915,22.345000
data,t,916,22.345000
data,t,917,22.345000
data,t,918,22.345000
data,t,919,22.345000
data,t,920,22.345000
data,t,921,22.345000
data,t,922,22.345000
data,t,923,22.345000
data,t,924,22.345000
data,t,925,22.345000
data,t,926,22.345000
data,t,927,22.345000
data,t,928,22.345000
data,t,929,22.345000
data,t,930,22.345000
data,t,931,22.345000
data,t,932,22.345000
data,t,933,22.345000
data,t,934,22.345000
data,t,935,22.345000
data,t,936,22.345000
data,t,937,22.345000
data,t,938,22.345000
data,t,939,22.345000
data,t,940,22.345000
data,t,941,22.345000
data,t,942,22.345000
data,t,943,22.345000
data,t,944,22.345000
data,t,945,22.345000
data,t,946,22.345000
data,t,947,22.345000
data,t,948,22.345000
data,t,949,22.345000
data,t,950,22.345000
data,t,951,22.345000
data,t,952,22.345000
data,t,953,22.345000
data,t,954,22.345000
data,t,955,22.345000
data,t,956,22.345000
data,t,957,22.345000
data,t,958,22.345000
data,t,959,22.345000
data,t,960,22.345000
data,t,961,22.345000
data,t,962,22.345000
data,t,963,22.345000
data,t,964,22.345000
data,t,965,22.345000
data,t,966,22.345000
data,t,967,22.345000
data,t,968,22.345000
data,t,969,22.345000
data,t,970,22.345000
data,t,971,22.345000
data,t,972,22.345000
data,t,973,22.345000
data,t,974,22.345000
data,t,975,22.345000
data,t,976,22.345000
data,t,977,22.345000
data,t,978,22.345000
data,t,979,22.345000
data,t,980,22.345000
data,t,981,22.345000
data,t,982,22.345000
data,t,983,22.345000
data,t,984,22.345000
data,t,985,22.345000
data,t,986,22.345000
data,t,987,22.345000
data,t,988,22.345000
data,t,989,22.345000
data,t,990,22.345000
data,t,991,22.345000
data,t,992,22.345000
data,t,993,22.345000
data,t,994,22.345000
data,t,995,22.345000
data,t,996,22.345000
data,t,997,22.345000
data,t,998,22.345000
data,t,999,22.345000
data,t,1000,22.345000
data,t,1001,22.345000
data,t,1002,22.345000
data,t,1003,22.345000
data,t,1004,22.345000
data,t,1005,22.345000
data,t,1006,22.345000
data,t,1007,22.345000
data,t,1008,22.345000
data,t,1009,22.345000
data,t,1010,22.345000
data,t,1011,22.345000
data,t,1012,22.345000
data,t,1013,22.345000
data,t,1014,22.345000
data,t,1015,22.345000
data,t,1016,22.345000
data,t,1017,22.345000
data,t,1018,22.345000
data,t,1019,22.345000
data,t,1020,22.345000
data,t,1021,22.345000
data,t,1022,22.345000
data,t,1023,22.345000
data,t,1024,22.345000
data,t,1025,22.345000
data,t,1026,22.345000
data,t,1027,22.345000
data,t,1028,22.345000
data,t,1029,22.345000
data,t,1030,22.345000
data,t,1031,22.345000
data,t,1032,22.345000
data,t,1033,22.345000
data,t,1034,22.345000
data,t,1035,22.345000
data,t,1036,22.345000
data,t,1037,22.345000
data,t,1038,22.345000
data,t,1039,22.345000
data,t,1040,22.345000
data,t,1041,22.345000
data,t,1042,22.345000
data,t,1043,22.345000
data,t,1044,22.345000
data,t,1045,22.345000
data,t,1046,22.345000
data,t,1047,22.345000
data,t,1048,22.345000
data,t,1049,22.345000
data,t,1050,22.345000
data,t,1051,22.345000
data,t,1052,22.345000
data,t,1053,22.345000
data,t,1054,22.345000
data,t,1055,22.345000
data,t,1056,22.345000
data,t,1057,22.345000
data,t,1058,22.345000
data,t,1059,22.345000
data,t,1060,22.345000
data,t,1061,22.345000
data,t,1062,22.345000
data,t,1063,22.345000
data,t,1064,22.345000
data,t,1065,22.345000
data,t,1066,22.345000
data,t,1067,22.345000
data,t,1068,22.345000
data,t,1069,22.345000
data,t,1070,22.345000
data,t,1071,22.345000
data,t,1072,22.345000
data,t,1073,22.345000
data,t,1074,22.345000
data,t,1075,22.345000
data,t,1076,22.345000
data,t,1077,22.345000
data,t,1078,22.345000
data,t,1079,22.345000
data,t,1080,22.345000
data,t,1081,22.345000
data,t,1082,22.345000
data,t,1083,22.345000
data,t,1084,22.345000
data,t,1085,22.345000
data,t,1086,22.345000
data,t,1087,22.345000
data,t,1088,22.345000
data,t,1089,22.345000
data,t,1090,22.345000
data,t,1091,22.345000
data,t,1092,22.345000
data,t,1093,22.345000
data,t,1094,22.345000
data,t,1095,22.345000
data,t,1096,22.345000
data,t,1097,22.345000
data,t,1098,22.345000
data,t,1099,22.345000
data,t,1100,22.345000
data,t,1101,22.345000
data,t,1102,22.345000
data,t,1103,22.345000
data,t,1104,22.345000
data,t,1105,22.345000
data,t,1106,22.345000
data,t,1107,22.345000
data,t,1108,22.345000
data,t,1109,22.345000
data,t,1110,22.345000
data,t,1111,22.345000
data,t,1112,22.345000
data,t,1113,22.345000
data,t,1114,22.345000
data,t,1115,22.345000
data,t,1116,22.345000
data,t,1117,22.345000
data,t,1118,22.345000
data,t,1119,22.345000
data,t,1120,22.345000
data,t,1121,22.345000
data,t,1122,22.345000
data,t,1123,22.345000
data,t,1124,22.345000
data,t,1125,22.345000
data,t,1126,22.345000
data,t,1127,22.345000
data,t,1128,22.345000
data,t,1129,22.345000
data,t,1130,22.345000
data,t,1131,22.345000
data,t,1132,22.345000
data,t,1133,22.345000
data,t,1134,22.345000
data,t,1135,22.345000
data,t,1136,22.345000
data,t,1137,22.345000
data,t,1138,22.345000
data,t,1139,22.345000
data,t,1140,22.345000
data,t,1141,22.345000
data,t,1142,22.345000
data,t,1143,22.345000
data,t,1144,22.345000
data,t,1145,22.345000
data,t,1146,22.345000
data,t,1147,22.345000
data,t,1148,22.345000
data,t,1149,22.345000
data,t,1150,22.345000
data,t,1151,22.345000
data,t,1152,22.345000
data,t,1153,22.345000
data,t,1154,22.345000
data,t,1155,22.345000
data,t,1156,22.345000
data,t,1157,22.345000
data,t,1158,22.345000
data,t,1159,22.345000
data,t,1160,22.345000
data,t,1161,22.345000
data,t,1162,22.345000
data,t,1163,22.345000
data,t,1164,22.345000
data,t,1165,22.345000
data,t,1166,22.345000
data,t,1167,22.345000
data,t,1168,22.345000
data,t,1169,22.345000
data,t,1170,22.345000
data,t,1171,22.345000
data,t,1172,22.345000
data,t,1173,22.345000
data,t,1174,22.345000
data,t,1175,22.345000
data,t,1176,22.345000
data,t,1177,22.345000
data,t,1178,22.345000
data,t,1179,22.345000
data,t,1180,22.345000
data,t,1181,22.345000
data,t,1182,22.345000
data,t,1183,22.345000
data,t,1184,22.345000
data,t,1185,22.345000
data,t,1186,22.345000
data,t,1187,22.345000
data,t,1188,22.345000
data,t,1189,22.345000
data,t,1190,22.345000
data,t,1191,22.345000
data,t,1192,22.345000
data,t,1193,22.345000
data,t,1194,22.345000
data,t,1195,22.345000
data,t,1196,22.345000
data,t,1197,22.345000
data,t,1198,22.345000
data,t,1199,22.345000
data,t,1200,22.345000
data,t,1201,22.345000
data,t,1202,22.345000
data,t,1203,22.345000
data,t,1204,22.345000
data,t,1205,22.345000
data,t,1206,22.345000
data,t,1207,22.345000
data,t,1208,22.345000
data,t,1209,22.345000
data,t,1210,22.345000
data,t,1211,22.345000
data,t,1212,22.345000
data,t,1213,22.345000
data,t,1214,22.345000
data,t,1215,22.345000
data,t,1216,22.345000
data,t,1217,22.345000
data,t,1218,22.345000
data,t,1219,22.345000
data,t,1220,22.345000
data,t,1221,22.345000
data,t,1222,22.345000
data,t,1223,22.345000
data,t,1224,22.345000
data,t,1225,22.345000
data,t,1226,22.345000
data,t,1227,22.345000
data,t,1228,22.345000
data,t,1229,22.345000
data,t,1230,22.345000
data,t,1231,22.345000
data,t,1232,22.345000
data,t,1233,22.345000
data,t,1234,22.345000
data,t,1235,22.345000
data,t,1236,22.345000
data,t,1237,22.345000
data,t,1238,22.345000
data,t,1239,22.345000
data,t,1240,22.345000
data,t,1241,22.345000
data,t,1242,22.345000
data,t,1243,22.345000
data,t,1244,22.345000
data,t,1245,22.345000
data,t,1246,22.345000
